#;H1;H2;H3;H4;H5;H6;H7;M1;M2;M3;M4;M5;M6;L1;L2;L3;L4;L5;L6;L7
02980;1;5;6;13;15;20;28;29;31;34;35;41;42;43;45;49;51;62;65;67
02981;10;13;16;19;22;28;30;33;39;40;44;49;50;54;56;60;61;63;65;68
02982;3;4;6;12;14;15;16;20;25;30;33;39;44;52;53;58;60;61;63;70
02983;4;7;12;13;15;18;33;34;38;41;46;47;48;49;55;56;57;60;62;64
02984;2;9;17;18;20;23;24;27;28;32;33;41;45;46;51;54;55;62;67;68
02985;2;3;4;8;9;13;15;20;21;23;24;28;42;43;45;46;48;63;65;70
02986;9;11;18;19;22;25;27;30;31;33;38;39;41;44;47;51;54;55;58;67
02987;1;4;7;15;22;25;31;32;35;37;38;39;49;54;59;62;63;65;67;68
02988;1;4;6;7;11;14;20;22;24;29;34;36;40;44;50;51;58;65;67;70
02989;5;6;8;13;21;25;27;35;36;41;42;45;50;52;55;58;59;63;67;68
02990;2;6;7;13;15;16;23;26;28;29;42;44;47;49;50;51;57;59;61;68
02991;3;5;7;10;11;14;18;19;25;28;30;40;42;46;52;53;54;58;61;67
02992;2;14;16;17;26;28;38;44;45;46;49;51;52;57;58;59;60;61;67;70
02993;5;12;14;16;17;18;24;28;31;33;34;35;38;54;57;58;65;66;68;70
02994;12;14;15;18;20;23;25;27;35;38;41;42;43;48;55;56;59;61;62;68
02995;1;3;7;9;15;17;18;23;28;29;30;31;33;37;43;44;45;48;49;66
02996;1;8;9;12;13;14;18;28;29;32;33;37;38;46;49;56;57;58;62;66
02997;1;3;7;13;25;26;28;30;37;48;49;51;52;53;55;56;60;61;63;66
02998;6;9;12;15;18;20;21;22;27;29;33;38;42;44;45;46;54;57;65;68
02999;6;8;19;28;30;31;40;43;45;52;54;55;57;59;60;62;64;66;67;68
03000;1;2;4;10;12;15;20;23;26;32;33;34;41;44;49;50;56;57;58;66
03001;2;5;8;11;17;18;20;22;28;29;30;31;36;43;51;58;59;62;69;70
03002;1;3;8;12;18;20;22;23;24;30;33;34;39;45;46;50;51;52;57;62
03003;1;8;11;16;17;21;26;28;29;30;40;49;50;52;53;61;62;65;66;67
03004;4;7;10;13;14;18;19;20;24;25;26;27;31;33;48;50;53;61;62;64
03005;6;7;8;11;12;14;19;27;28;29;35;36;37;40;44;45;56;60;65;70
03006;6;12;13;21;22;24;26;34;36;37;45;49;55;57;58;59;60;62;64;68
03007;4;5;12;14;16;25;28;30;37;38;39;41;46;48;50;51;56;58;59;70
03008;1;3;7;9;11;21;23;26;30;31;32;33;35;43;45;48;56;57;60;63
03009;1;2;4;7;12;15;22;27;33;39;40;41;42;46;49;59;62;63;67;69
03010;1;4;8;9;11;12;16;37;38;42;43;44;55;58;60;61;66;67;68;70
03011;1;9;13;14;17;19;20;27;32;33;37;46;48;50;51;55;56;60;61;70
03012;1;4;5;7;9;10;21;23;24;27;37;40;47;52;55;58;63;66;67;70
03013;7;15;17;18;19;23;26;27;30;32;33;34;37;42;43;49;60;62;69;70
03014;1;2;12;18;20;21;24;28;30;33;40;43;44;45;48;52;54;56;61;69
03015;4;8;13;14;17;19;22;24;27;28;30;34;45;50;55;62;64;65;66;70
03016;1;4;5;6;8;16;18;20;22;26;30;32;34;39;52;53;55;60;65;69
03017;5;10;12;16;18;20;22;24;26;31;35;39;40;41;51;53;54;55;59;60
03018;1;6;8;10;13;17;24;35;36;37;41;46;47;50;51;58;59;61;62;70
03019;1;2;9;13;14;17;20;25;28;29;30;36;38;39;40;46;54;62;63;69
03020;10;12;13;16;17;29;30;33;35;41;48;50;52;53;55;56;57;62;63;68
03021;4;5;6;7;9;10;15;23;26;31;35;37;40;42;53;54;60;65;66;70
03022;5;6;7;9;17;20;22;23;27;29;30;38;45;47;50;51;53;63;67;70
03023;3;6;8;13;14;16;19;22;23;24;38;44;45;49;51;52;54;56;61;69
03024;1;4;6;9;11;17;22;25;27;34;35;38;40;43;46;47;50;54;62;67
03025;3;4;10;12;14;21;22;27;30;40;41;42;43;44;47;53;57;58;61;63
03026;2;4;5;11;13;16;18;26;27;30;34;36;43;44;51;53;55;56;67;69
03027;1;4;5;6;9;14;15;20;24;31;33;35;37;41;47;49;53;55;57;66
03028;5;15;16;21;22;23;25;26;30;37;38;43;44;53;54;59;64;65;66;69
03029;1;6;7;9;13;17;18;20;22;27;40;41;44;45;50;51;57;63;69;70
03030;4;8;15;22;25;26;32;33;34;37;39;45;46;53;55;57;61;63;64;70
03031;1;3;6;18;21;22;24;25;28;33;35;36;45;48;54;56;63;64;66;69
03032;4;5;8;9;12;13;16;17;18;19;20;22;31;34;35;48;49;57;59;66
03033;9;12;13;19;22;24;28;29;31;33;34;35;37;45;52;55;57;59;62;67
03034;5;6;7;9;10;14;18;19;20;23;38;39;42;49;51;53;61;65;66;67
03035;2;5;6;15;17;25;30;31;35;43;44;46;47;48;55;56;59;65;68;69
03036;1;10;17;18;19;22;23;25;26;33;38;42;43;45;51;59;60;62;64;66
03037;1;3;8;11;16;17;20;24;25;26;27;29;38;40;43;46;48;60;62;68
03038;1;6;25;28;31;32;34;37;41;43;44;47;52;55;56;57;58;59;66;67
03039;1;22;23;24;30;31;32;34;35;39;40;46;51;53;56;58;60;61;68;69
03040;4;5;7;9;12;15;16;21;24;29;37;38;39;45;52;53;54;55;59;63
03041;1;7;10;13;14;16;25;29;31;33;38;45;46;48;50;57;59;60;62;69
03042;1;3;6;7;13;15;24;25;31;33;35;36;39;47;56;58;60;66;67;69
03043;1;3;4;9;12;13;20;23;30;33;38;43;49;52;55;57;58;62;69;70
03044;2;4;5;7;9;10;21;23;26;29;30;34;40;52;55;58;59;61;64;67
03045;5;6;9;12;17;21;29;30;34;40;41;42;46;48;50;52;53;59;64;67
03046;3;7;9;11;12;13;19;20;24;31;34;38;45;48;50;52;57;59;60;66
03047;8;11;12;14;15;27;29;31;37;38;39;45;47;48;49;51;55;56;62;69
03048;1;4;10;13;20;22;25;37;40;43;50;54;56;57;59;61;65;66;67;69
03049;2;5;6;13;18;22;31;33;34;36;37;39;46;49;56;61;62;65;67;68
03050;2;4;9;11;13;15;19;28;30;41;44;45;46;49;56;58;60;62;66;69
03051;2;3;4;6;9;13;18;23;26;28;30;42;45;46;55;57;58;60;63;67
03052;6;9;14;16;21;23;24;25;34;35;36;42;43;47;49;55;56;57;63;64
03053;2;6;10;17;21;24;29;32;34;36;38;42;45;47;49;50;52;53;67;68
03054;6;7;13;14;19;20;35;37;41;42;44;45;55;56;59;61;63;64;66;67
03055;6;11;14;17;18;19;26;30;31;32;35;39;41;44;45;55;56;60;62;66
03056;5;12;20;22;30;33;34;41;46;47;48;51;53;55;57;58;62;66;68;69
03057;1;3;7;8;12;14;22;25;28;31;32;37;40;42;44;49;52;62;63;64
03058;1;10;11;13;18;27;30;31;34;36;42;49;51;53;54;55;58;59;65;67
03059;3;6;7;14;24;27;29;32;35;38;39;41;45;48;49;56;57;58;64;70
03060;1;2;5;11;16;19;27;28;30;32;33;34;39;41;54;61;63;64;67;70
03061;6;15;16;18;19;24;25;26;28;34;38;43;46;50;53;54;56;58;65;67
03062;9;11;12;13;23;25;28;34;36;37;38;39;43;47;51;55;61;66;68;70
03063;1;5;6;7;8;9;10;14;16;19;22;28;38;39;43;44;46;52;56;68
03064;4;6;7;9;10;12;20;23;27;28;29;34;40;41;50;54;55;59;64;66
03065;1;5;20;26;27;28;30;31;33;42;43;48;51;53;57;59;62;63;64;67
03066;5;8;11;13;14;20;22;32;35;48;54;57;59;61;62;64;65;67;68;69
03067;1;3;5;11;15;17;18;22;24;30;31;33;34;35;44;45;52;54;60;67
03068;1;6;10;15;18;21;22;25;26;29;31;37;41;42;44;47;52;55;64;70
03069;5;8;9;12;17;19;24;26;31;33;36;40;41;42;46;49;51;54;59;69
03070;7;10;12;14;15;19;21;22;23;29;30;31;38;43;46;48;58;61;62;65
03071;1;5;7;8;10;11;15;16;17;25;26;29;30;37;38;42;52;54;58;70
03072;1;2;3;6;13;16;19;20;21;23;24;26;28;29;39;40;54;59;68;70
03073;2;3;5;8;11;18;20;24;25;29;33;35;38;41;52;54;60;63;65;67
03074;4;9;11;12;13;15;17;25;28;34;37;38;40;41;43;44;45;52;59;63
03075;2;6;8;14;15;16;20;21;23;24;34;37;41;43;49;55;57;59;65;67
03076;2;3;12;17;19;22;23;31;32;33;36;38;43;46;49;50;54;56;64;70
03077;3;5;11;12;19;22;25;27;32;37;39;46;50;53;54;57;64;65;67;70
03078;3;10;12;16;18;21;25;27;33;34;39;42;49;52;53;55;61;65;67;69
03079;6;8;11;13;14;17;24;27;29;36;37;39;43;47;51;52;55;58;64;67
03080;2;5;6;11;14;24;35;37;44;45;46;50;51;57;59;61;62;65;68;69
03081;2;3;4;5;7;15;20;21;25;27;30;35;37;45;51;52;55;59;63;64
03082;1;3;4;5;14;22;24;32;41;42;43;44;45;50;51;52;56;57;62;64
03083;1;3;5;7;8;10;15;21;23;32;36;39;40;43;47;52;53;55;65;68
03084;3;4;5;10;14;16;19;22;23;26;28;31;44;47;48;55;57;60;64;66
03085;2;8;11;23;24;27;30;32;33;34;36;42;49;51;52;56;60;61;63;70
03086;3;8;9;10;12;14;15;19;20;24;28;34;44;45;51;60;64;68;69;70
03087;5;7;11;16;18;21;29;30;31;34;43;45;52;55;57;60;63;64;66;70
03088;11;12;24;25;26;29;30;32;38;40;41;42;43;55;56;59;64;65;68;69
03089;2;4;7;8;13;16;27;34;39;43;47;48;51;52;54;55;57;63;65;70
03090;2;6;8;15;18;23;24;29;32;33;37;39;43;44;53;54;55;57;65;67
03091;3;7;10;17;21;24;25;27;28;30;38;40;46;48;51;52;53;58;64;67
03092;3;4;6;7;8;14;16;18;19;22;24;29;37;45;46;47;55;61;65;70
03093;3;5;7;10;13;16;22;23;26;27;29;30;32;36;41;44;51;52;64;67
03094;2;4;5;9;12;14;17;18;22;26;29;37;39;48;49;50;51;53;67;69
03095;4;9;14;19;20;24;27;29;31;39;41;45;46;51;57;59;60;63;66;67
03096;6;7;12;13;14;20;32;35;38;40;41;45;47;48;49;55;66;67;69;70
03097;10;17;18;22;25;27;39;41;44;48;49;50;51;52;54;56;57;58;65;68
03098;1;2;3;5;9;14;16;25;27;30;31;38;39;40;43;47;59;60;66;68
03099;1;3;7;8;9;10;11;13;15;27;31;39;43;44;49;50;51;62;63;70
03100;3;4;6;10;22;25;26;27;32;35;40;44;45;47;48;52;62;64;65;68
03101;1;6;10;17;20;21;22;33;36;38;45;47;49;50;52;56;61;63;67;68
03102;2;3;5;8;9;12;16;18;19;32;33;35;41;42;48;49;50;56;65;69
03103;8;11;13;15;16;24;25;30;36;39;43;45;57;58;60;64;66;67;69;70
03104;2;4;7;8;9;13;16;17;23;24;28;34;35;39;41;47;48;50;57;69
03105;1;5;11;12;19;22;24;27;29;30;38;49;51;54;56;57;61;62;65;66
03106;4;8;11;12;22;26;27;29;30;32;38;40;42;43;46;49;50;57;60;66
03107;1;3;12;14;23;26;29;30;33;34;37;39;40;44;45;46;57;59;63;66
03108;9;11;14;16;17;23;24;27;36;43;44;51;53;56;57;58;61;63;68;69
03109;1;7;15;19;22;25;26;29;31;36;41;42;48;51;52;53;55;58;68;69
03110;7;9;20;21;22;29;31;33;36;37;42;46;47;49;55;56;60;65;66;68
03111;2;9;10;14;22;23;28;31;33;40;43;48;51;52;60;62;63;65;68;69
03112;2;4;9;29;30;31;33;42;44;45;46;54;55;58;59;60;61;64;67;68
03113;6;10;11;16;17;18;24;26;28;29;30;34;39;40;44;45;46;52;64;70
03114;5;8;13;15;17;18;20;21;24;33;35;37;40;45;49;51;57;60;69;70
03115;7;11;13;14;21;23;26;29;31;34;36;39;49;51;52;55;61;63;66;69
03116;3;10;13;15;16;18;20;26;28;30;41;43;44;47;49;53;57;62;66;67
03117;4;12;18;19;21;27;28;31;32;34;36;38;51;52;56;58;59;60;63;65
03118;2;6;11;12;13;20;22;23;24;27;30;32;34;35;38;40;52;55;67;70
03119;1;7;8;11;12;13;15;17;18;30;32;33;37;38;43;46;47;52;54;60
03120;2;3;6;9;14;18;19;25;26;33;37;39;41;42;45;48;50;51;56;66
03121;1;2;3;19;22;24;25;28;29;33;36;39;43;44;50;51;55;57;63;67
03122;3;7;8;9;15;17;18;25;27;28;30;38;40;46;53;56;62;66;69;70
03123;9;14;17;18;20;21;22;24;26;32;34;37;46;49;51;55;58;60;65;69
03124;2;3;6;14;15;16;18;19;22;26;28;32;39;42;45;46;53;59;61;69
03125;1;3;5;6;8;13;15;19;20;23;27;34;35;45;46;47;56;62;67;70
03126;3;6;11;14;20;28;31;33;41;42;43;46;49;52;59;60;61;66;67;68
03127;2;3;7;10;11;13;21;23;27;29;33;35;44;47;50;53;55;60;63;68
03128;3;9;10;13;18;19;20;21;25;27;28;40;43;45;46;50;61;63;65;70
03129;5;6;11;12;16;19;24;26;31;32;33;34;36;37;43;49;51;54;59;65
03130;8;12;14;16;18;21;26;32;37;42;43;44;55;57;61;64;67;68;69;70
03131;4;5;8;14;18;27;28;29;30;36;37;38;39;41;42;60;63;64;69;70
03132;1;3;4;9;16;17;18;21;22;25;26;36;37;40;43;45;48;53;56;69
03133;2;5;20;26;28;33;36;41;43;45;49;50;54;56;58;60;62;65;67;68
03134;9;12;16;19;24;31;33;36;37;42;43;46;47;49;50;55;64;65;67;70
03135;3;5;7;8;11;24;26;27;30;32;34;35;37;40;49;51;52;61;64;66
03136;8;9;12;20;22;23;25;26;27;28;29;33;42;43;47;50;56;60;62;65
03137;1;6;8;10;17;28;29;30;37;38;40;48;49;50;52;55;58;63;64;68
03138;1;5;11;14;16;17;18;19;21;24;25;27;32;38;41;46;48;53;63;69
03139;2;9;13;19;25;26;28;29;30;31;33;35;36;48;54;57;62;68;69;70
03140;3;5;11;12;22;30;31;34;38;39;42;53;54;56;58;61;63;67;69;70
03141;2;4;5;6;10;14;17;20;27;32;33;40;41;49;50;58;63;64;66;67
03142;1;3;4;5;9;10;11;18;21;22;27;29;36;41;50;53;54;59;68;69
03143;6;7;9;10;11;17;24;27;32;34;36;39;41;45;48;50;55;61;63;67
03144;8;18;21;28;32;33;35;40;42;45;47;49;50;54;57;58;59;62;64;70
03145;4;7;13;14;19;26;28;33;38;39;41;43;50;51;59;62;65;67;69;70
03146;3;4;8;11;12;18;20;22;27;30;39;40;42;44;47;49;54;59;65;70
03147;1;5;9;10;12;22;26;31;34;35;40;44;49;52;54;58;65;67;68;70
03148;3;4;6;7;14;20;23;27;28;30;32;33;35;36;37;48;51;52;57;62
03149;5;6;8;10;11;12;14;15;21;22;23;29;34;40;48;52;55;60;66;68
03150;1;4;5;17;19;20;28;33;35;38;42;43;44;47;50;51;54;60;63;65
03151;1;3;5;9;12;15;24;38;44;46;47;50;53;58;59;60;63;65;68;69
03152;2;4;7;13;14;17;18;19;20;31;32;34;39;41;45;53;56;57;61;64
03153;1;4;6;8;10;12;14;21;23;24;25;26;30;32;40;44;58;63;66;69
03154;1;2;6;7;9;13;20;21;24;25;26;30;32;34;41;47;49;63;66;68
03155;2;5;7;10;11;12;16;17;26;28;36;39;44;45;49;54;58;60;64;65
03156;2;9;10;11;14;17;21;28;30;32;34;36;40;47;51;52;54;63;68;70
03157;3;5;7;15;17;20;24;27;35;37;39;40;42;50;56;61;62;66;67;69
03158;1;2;4;10;13;14;15;18;19;23;24;25;32;34;35;39;43;44;54;55
03159;1;6;10;11;13;14;20;24;26;28;31;37;38;56;59;61;63;66;68;69
03160;7;13;19;20;22;28;33;35;42;47;48;54;57;58;61;66;67;68;69;70
03161;1;5;6;7;14;19;20;22;25;28;36;39;44;47;48;49;50;57;60;65
03162;1;3;4;14;17;21;26;28;29;34;43;45;46;48;50;52;53;59;60;65
03163;9;11;12;15;20;21;29;31;32;46;48;49;51;52;56;57;65;66;69;70
03164;2;6;7;15;16;18;22;23;26;27;36;40;46;52;56;57;59;62;65;70
03165;1;5;9;19;21;28;30;34;35;37;38;40;41;48;49;52;54;64;68;69
03166;2;11;13;19;20;25;27;28;31;33;35;40;41;46;51;54;61;63;65;66
03167;13;15;18;20;21;22;32;44;45;47;50;53;55;56;57;60;61;62;67;70
03168;5;8;11;18;20;23;25;26;32;36;40;44;46;49;51;54;57;59;64;70
03169;5;6;10;12;15;17;23;24;28;32;34;35;37;46;51;56;59;60;61;64
03170;6;9;11;21;22;25;29;31;33;35;36;37;38;40;43;47;52;54;56;57
03171;1;2;5;10;17;26;27;30;31;35;39;40;46;50;55;61;63;66;69;70
03172;4;6;10;12;19;28;31;37;48;50;51;52;53;56;58;59;61;63;64;67
03173;2;6;12;15;16;17;26;32;39;42;49;51;52;54;57;58;61;64;65;68
03174;3;7;10;11;14;15;25;29;33;42;45;46;47;50;53;56;59;61;63;70
03175;5;7;9;11;13;16;17;19;21;26;33;35;38;41;45;55;62;63;65;69
03176;1;5;13;15;19;20;27;28;30;32;33;34;35;42;49;51;55;56;59;65
03177;5;10;12;16;17;18;19;23;32;36;40;41;46;47;48;53;60;63;64;66
03178;3;5;7;8;11;15;17;21;28;32;38;47;52;54;55;58;59;61;65;67
03179;2;10;19;20;25;27;32;38;42;45;50;52;53;54;55;56;58;68;69;70
03180;1;8;12;14;20;21;23;24;25;27;31;32;38;53;56;57;59;68;69;70
03181;1;2;7;8;9;13;15;16;21;41;42;47;54;56;58;62;63;64;67;68
03182;2;3;10;11;13;15;18;21;24;31;32;35;42;48;54;55;57;65;66;70
03183;5;6;14;17;18;30;32;33;38;39;41;44;46;48;51;55;59;63;64;69
03184;1;2;11;15;17;18;20;23;25;27;31;33;36;40;42;44;57;58;59;61
03185;1;5;7;9;12;15;16;20;21;23;28;30;33;36;38;44;55;62;63;70
03186;13;15;19;27;29;35;37;39;41;43;44;49;51;52;58;62;64;67;68;70
03187;2;3;4;9;10;15;20;22;24;26;33;41;44;47;48;53;55;57;60;61
03188;6;8;13;14;15;18;21;22;38;46;47;48;49;51;53;56;59;65;67;69
03189;2;8;9;11;12;17;21;22;25;29;31;36;37;39;44;45;46;47;48;66
03190;1;3;5;7;10;12;14;20;23;36;38;46;47;51;55;57;59;60;61;66
03191;4;7;8;9;13;15;16;17;19;20;24;30;39;47;48;49;61;64;65;66
03192;1;4;7;13;14;15;17;19;26;27;28;38;41;42;46;51;56;57;63;69
03193;2;4;7;8;11;12;14;22;40;41;44;45;47;53;57;58;59;65;66;68
03194;1;2;8;12;14;15;20;26;28;38;41;43;47;48;55;58;62;64;65;66
03195;7;12;15;21;22;24;26;28;29;31;33;35;38;43;45;47;48;49;53;65
03196;4;7;9;10;12;18;24;26;34;37;38;44;47;49;50;55;58;67;68;70
03197;2;3;4;6;8;9;13;15;16;22;30;32;35;37;51;53;57;64;66;69
03198;6;20;25;33;34;35;37;42;43;44;45;46;48;50;51;55;56;60;66;68
03199;3;4;9;13;14;18;19;20;25;26;30;32;38;41;43;44;50;52;53;62
03200;3;4;5;6;7;8;17;18;22;25;33;34;35;51;52;54;57;58;59;68
03201;1;10;15;20;24;25;27;28;30;33;34;36;42;43;44;48;50;56;57;64
03202;7;8;9;20;21;28;29;31;35;39;40;43;45;50;51;52;53;54;55;62
03203;11;12;13;17;18;19;25;30;34;37;38;42;43;48;53;57;60;62;66;69
03204;1;2;4;10;24;26;27;32;33;35;39;43;47;51;53;54;60;65;66;67
03205;1;4;6;17;18;23;29;31;36;47;48;49;51;55;57;58;59;63;67;68
03206;1;5;9;10;16;18;21;23;25;27;28;30;31;32;35;40;51;53;59;66
03207;4;6;7;13;16;17;19;22;23;28;41;43;52;53;54;55;59;60;61;66
03208;3;6;7;8;13;14;21;27;28;29;34;42;43;46;50;53;60;61;63;69
03209;9;10;14;16;19;21;29;30;36;37;38;40;44;46;49;50;51;59;60;66
03210;1;5;8;16;19;20;23;24;27;32;37;39;40;42;52;53;56;57;63;69
03211;7;14;18;20;26;28;29;31;50;53;57;58;59;60;62;63;64;67;68;69
03212;1;6;7;9;10;14;15;17;33;35;41;43;46;48;51;55;57;61;69;70
03213;2;3;4;13;16;19;21;23;24;26;28;45;46;48;49;53;62;63;64;66
03214;1;5;6;11;13;18;26;28;29;31;37;40;42;45;46;51;54;55;56;58
03215;5;11;13;15;16;19;22;25;32;33;35;38;42;48;56;62;63;65;69;70
03216;1;4;6;8;12;13;14;17;19;28;29;39;41;45;48;55;61;64;66;67
03217;5;7;10;12;15;21;22;25;29;30;35;41;42;43;47;48;55;57;58;62
03218;2;3;8;9;12;22;25;26;31;40;41;44;45;50;52;53;54;58;62;64
03219;5;10;13;30;31;33;36;40;42;48;49;50;55;56;57;59;60;64;65;66
03220;2;3;6;7;9;15;17;18;21;27;29;30;32;35;36;39;45;50;56;65
03221;3;4;6;8;16;18;20;26;27;32;44;50;51;52;59;62;63;65;66;69
03222;3;6;11;21;22;23;29;30;35;36;40;42;44;45;49;51;53;58;66;69
03223;1;6;10;12;13;26;27;28;29;31;34;38;43;46;48;56;57;58;60;63
03224;1;2;9;10;13;14;17;25;26;28;29;35;42;43;45;54;57;58;61;68
03225;1;10;11;23;26;28;39;45;46;47;52;53;57;58;61;62;63;66;67;69
03226;3;5;11;12;19;21;26;31;36;37;41;46;47;50;51;62;64;65;68;69
03227;3;5;6;12;20;21;26;28;35;37;40;44;45;50;53;56;59;62;66;67
03228;5;6;7;9;11;12;18;22;25;27;36;40;41;44;46;60;61;62;64;68
03229;3;10;15;19;36;37;38;39;43;47;48;49;54;55;56;60;61;63;64;67
03230;4;12;13;16;21;22;27;29;30;31;39;42;44;48;49;52;55;56;59;68
03231;2;3;11;12;17;23;26;28;31;32;35;39;42;43;45;47;60;61;66;68
03232;1;4;7;9;14;17;19;24;27;28;36;37;38;49;52;54;55;60;65;68
03233;1;5;7;15;17;18;19;22;27;28;32;33;35;36;40;46;48;53;58;66
03234;1;2;4;9;10;18;24;26;27;32;33;34;35;39;40;41;46;50;56;59
03235;1;6;7;10;21;26;29;30;31;33;37;38;43;45;47;51;52;58;59;65
03236;2;10;19;22;26;28;30;32;34;35;42;45;46;50;56;58;59;65;69;70
03237;4;8;12;13;19;37;38;39;42;44;45;46;47;51;54;59;61;62;66;68
03238;3;4;14;20;24;25;28;30;32;34;42;46;48;50;53;54;63;65;66;68
03239;1;2;6;9;10;13;15;18;21;23;25;34;37;39;42;44;60;61;67;70
03240;1;3;9;12;14;23;29;33;38;39;41;43;46;55;57;59;66;68;69;70
03241;1;8;9;12;14;15;16;21;30;32;34;43;48;50;51;52;55;61;64;69
03242;11;12;15;18;23;29;32;34;35;38;40;41;48;51;57;59;61;62;64;68
03243;5;7;8;9;15;19;22;24;25;27;34;40;43;45;48;54;56;58;67;69
03244;1;2;5;9;11;18;24;29;34;35;42;45;47;51;52;53;59;62;63;66
03245;7;15;16;21;24;25;26;30;31;32;39;44;46;50;53;54;58;66;67;69
03246;2;11;16;17;23;25;27;33;38;40;47;48;51;56;57;60;64;65;67;70
03247;11;13;22;24;27;28;33;34;36;39;41;43;49;55;56;59;60;62;68;70
03248;3;5;7;10;11;18;20;27;30;33;35;36;42;43;52;54;65;66;69;70
03249;3;5;9;10;14;16;17;26;31;32;34;36;37;44;46;59;61;62;64;65
03250;5;10;14;19;22;23;29;31;36;39;40;42;43;45;48;52;59;62;68;69
03251;7;11;13;15;20;21;23;24;26;28;29;36;39;44;48;49;52;54;55;57
03252;2;6;13;14;18;19;22;25;29;32;34;35;43;44;47;52;56;57;63;66
03253;3;11;13;14;16;17;19;23;25;27;30;32;33;41;42;44;51;57;66;68
03254;1;9;11;21;23;26;29;31;32;34;37;39;48;51;53;54;56;60;63;67
03255;1;2;8;12;13;14;15;18;24;28;30;37;39;43;47;53;55;58;64;70
03256;1;2;4;11;17;18;20;22;33;34;35;39;42;46;48;55;56;59;67;69
03257;1;2;7;9;12;14;15;17;18;19;24;26;35;43;51;55;57;62;63;66
03258;3;6;8;10;15;16;27;28;31;32;37;41;42;44;48;52;57;59;61;69
03259;1;6;7;12;14;16;22;29;32;33;51;54;61;62;64;65;66;67;68;70
03260;4;9;21;30;31;33;36;37;38;43;44;46;48;50;57;58;66;67;68;70
03261;3;6;7;8;10;13;21;24;25;28;30;31;32;34;44;45;50;51;64;66
03262;1;2;3;9;14;31;37;39;42;43;45;46;48;50;52;59;60;62;67;68
03263;3;10;17;18;21;22;25;33;35;38;40;46;54;55;57;62;66;67;69;70
03264;3;4;5;6;10;15;16;18;22;25;26;29;31;34;41;42;45;48;55;66
03265;6;7;8;13;15;20;26;32;33;44;47;54;55;59;60;63;66;68;69;70
03266;3;5;11;12;16;17;20;25;30;31;33;35;40;43;56;57;58;62;64;69
03267;6;7;11;14;17;18;23;28;29;33;34;35;38;39;47;57;61;65;66;69
03268;5;8;13;15;20;21;23;24;28;29;30;31;32;34;35;46;53;55;61;63
03269;4;7;11;13;16;19;21;25;28;32;36;41;43;47;51;52;56;58;61;67
03270;2;3;4;5;11;13;17;23;27;31;33;43;46;48;49;50;51;63;64;67
03271;3;5;6;11;17;19;20;21;23;25;34;35;36;37;49;50;51;52;56;61
03272;4;8;15;21;26;27;28;32;33;34;37;41;42;43;45;46;57;66;68;69
03273;6;10;17;20;22;32;34;35;36;37;38;39;44;46;53;55;57;65;66;70
03274;1;2;6;7;11;19;29;32;33;34;37;42;45;49;50;53;54;61;62;69
03275;8;12;20;25;27;33;34;38;41;42;44;46;47;51;59;62;63;64;69;70
03276;3;16;18;20;23;24;25;28;35;37;39;41;42;46;50;52;55;59;64;65
03277;3;8;9;13;20;34;36;37;38;39;43;48;54;55;56;59;60;62;63;66
03278;2;6;13;15;16;18;21;22;27;28;30;31;32;35;45;48;50;54;57;59
03279;7;12;17;25;27;30;33;36;40;41;45;46;54;55;59;60;61;62;64;68
03280;1;2;4;10;11;13;18;20;23;26;36;39;40;47;48;49;54;58;65;70
03281;4;10;15;20;21;25;28;30;33;34;35;44;46;51;55;57;62;63;66;67
03282;3;4;5;6;10;14;16;17;25;28;34;35;37;39;42;45;48;53;62;65
03283;3;15;16;19;20;21;26;27;30;32;33;37;38;44;45;46;59;61;64;69
03284;2;6;11;14;15;28;30;33;35;39;40;41;46;47;48;53;54;59;62;69
03285;1;4;5;6;7;11;13;15;19;25;26;27;29;43;46;47;51;55;57;58
03286;3;8;11;14;15;16;22;23;27;30;31;34;42;43;45;48;52;59;68;70
03287;6;10;11;12;16;18;21;23;25;33;38;39;40;48;50;53;55;60;65;70
03288;1;9;13;16;17;20;21;25;31;32;35;40;42;43;45;49;50;53;54;58
03289;2;12;13;16;19;20;25;26;28;32;33;37;40;41;49;53;54;61;64;68
03290;3;5;10;12;14;15;25;29;33;38;47;50;51;53;54;57;58;61;62;70
03291;1;2;3;4;8;9;13;16;19;24;28;30;40;43;48;57;59;60;64;68
03292;5;11;15;16;18;23;29;33;39;40;44;48;49;54;57;58;59;63;65;67
03293;6;7;8;10;11;19;20;21;28;33;39;40;41;44;47;48;52;54;56;69
03294;1;3;8;13;15;19;22;27;28;40;42;44;45;51;53;59;61;66;68;70
03295;4;8;9;11;15;18;20;21;26;27;28;36;40;43;44;52;53;58;64;66
03296;13;21;24;29;30;33;34;37;41;42;44;51;53;54;58;60;61;68;69;70
03297;3;6;8;13;17;19;25;27;29;30;34;37;40;42;50;51;54;58;59;70
03298;5;8;19;27;30;31;32;33;37;38;39;45;46;48;52;53;55;64;66;67
03299;1;3;5;17;19;22;25;29;31;34;35;36;39;43;47;52;63;65;66;68
03300;3;6;8;11;12;14;16;27;28;30;44;48;49;50;54;60;61;62;63;70
03301;4;5;6;11;12;13;14;19;28;31;32;34;39;40;56;58;59;64;69;70
03302;6;9;13;16;18;19;20;24;26;34;36;38;39;42;47;49;54;56;59;67
03303;1;3;4;13;20;21;23;26;27;31;32;33;34;38;44;49;59;63;66;68
